Çarþamba;Uluköy;14252
Çarþamba;Ulupýnar;153420
Çarþamba;Umut;204730
Çarþamba;Ustacalý;157179
Çarþamba;Uzunlu;155984
Çarþamba;Vakýfköprü;155054
Çarþamba;Y.aðcagüney;155272
Çarþamba;Y.dikencik;153413
Çarþamba;Y.donurlu;136505
Çarþamba;Y.esenli;155774
Çarþamba;Y.kavacýk;134542
Çarþamba;Yamanlý;155930
Çarþamba;Yaycýlar;135214
Çarþamba;Yeni karacalý;136668
Çarþamba;Yeniköseli;14323
Çarþamba;Yeþildere;205778
Çarþamba;Yeþilova;14615
Çarþamba;Yukarý karabahçe;204725
Çarþamba;Zümrüt;202648
Havza;19 mayýs;153011
Havza;25 mayýs;151731
Havza;Aðcamahmut;134543
Havza;Aðdýrhasan;151574
Havza;Arslançayýr;154680
Havza;Aþaðýsusuz;152892
Havza;Aþaðýyavucuk;202762
Havza;Baþpelit;135215
Havza;Bekdiðin;155376
Havza;Belalan;153460
Havza;Beyköy;151951
Havza;Beyören;154288
Havza;Boyalý;155055
Havza;Boyalýca;155444
Havza;Çakýralan;155458
Havza;Çamyataðý;154856
Havza;Çay;154891
Havza;Çayýrözü;136659
Havza;Çelikalan;154070
Havza;Celil;153930
Havza;Çeltek;134976
Havza;Cevizlik;154839
Havza;Çiftlik;153944
Havza;Deðirmenüstü;155751
Havza;Demiryurt;155336
Havza;Dereköy;153567
Havza;Doðançayýr;156988
Havza;Dündarlý;154202
Havza;Ekinpýnarý;134552
Havza;Elmacýk;154976
Havza;Ereli;156989
Havza;Erikbelen;153204
Havza;Ersandýk;154564
Havza;Esenbey;154681
Havza;Eymir;153305
Havza;Gelincik;154857
Havza;Gidirli;152484
Havza;Göçmenler;155705
Havza;Güvercinlik;155056
Havza;Hacýbattal;157542
Havza;Hacýdede;153844
Havza;Hecinli;153292
Havza;Hilmiye;153369
Havza;Ýcadiye;151411
Havza;Ilýca;152320
Havza;Ýmaret;153945
Havza;Ýmircik;155842
Havza;Ýnönü;154085
Havza;Kale;154245
Havza;Kamlýk;155761
Havza;Karabük;134079
Havza;Karageçmiþ;134080
Havza;Karahalil;155662
Havza;Karameþe;153605
Havza;Karga;135091
Havza;Karþýyaka;155844
Havza;Kayabaþý;153606
Havza;Kayacýk;135072
Havza;Kemaliye;157314
Havza;Kirenlik;153018
Havza;Kýroðlu;151789
